,match_id,minute,team_id,team_name,player_id,player_name,shot_body_part_name,shot_technique_name,shot_outcome_name,date,home_team,away_team,season,competition,gk_id,gk_name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
42,14325,90,35,Brighton & Hove Albion,3085,Glenn Murray,Right Foot,Normal,Goal,17/09/2018,Southampton,Brighton & Hove Albion,2018/2019,Premier League,3619,Alex McCarthy,24.3125,145.7548828125,59.25,84.48828125,80.75,79.44921875,96.875,79.701171875,99.5625,98.5556640625,104.9375,128.2021484375,83.4375,76.8037109375,91.5,50.0546875,94.1875,44.7216796875,107.625,20.744140625,64.625,95.322265625,61.9375,57.6552734375,70.0,60.46875,99.5625,52.8681640625,99.5625,79.7431640625,94.1875,85.0341796875
43,14519,45,33,Chelsea,3621,Eden Hazard,Right Foot,Normal,Goal,02/02/2019,Chelsea,Huddersfield Town,2018/2019,Premier League,3322,Jonas Lössl,28.25,198.19140625,95.34375,160.39599609375,116.53125,111.28955078125,137.71875,122.21435546875,148.3125,154.1611328125,155.375,182.521484375,127.125,114.986328125,123.59375,69.02490234375,123.59375,61.96240234375,120.0625,23.0634765625,116.53125,65.38330078125,88.28125,68.47314453125,105.9375,65.2177734375,137.71875,65.71435546875,84.75,71.94921875,84.75,71.94921875
44,2356,90,29,Everton,3518,Leighton Baines,Left Foot,Normal,Goal,05/11/2017,Everton,Watford,2017/2018,Premier League,3522,Heurelho da Silva Gomes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2356,100,23,Watford,3683,Tom Cleverley,Right Foot,Normal,Off T,05/11/2017,Everton,Watford,2017/2018,Premier League,3468,Jordan Pickford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,2213,42,28,AFC Bournemouth,3346,Joshua King,Right Foot,Normal,Goal,31/03/2018,Watford,AFC Bournemouth,2017/2018,Premier League,3742,Orestis Karnezis,13.875,101.748046875,26.8125,84.7001953125,41.90625,65.52978515625,54.84375,74.35693359375,37.59375,99.96240234375,24.65625,114.85400390625,48.375,69.943359375,54.84375,39.85693359375,54.84375,37.70068359375,50.53125,13.91455078125,22.5,52.2890625,33.28125,37.36376953125,39.75,37.46484375,69.9375,44.4052734375,91.5,53.3671875,97.96875,64.24951171875
47,14457,47,24,Liverpool,3531,Mohamed Salah,Left Foot,Normal,Goal,26/12/2018,Liverpool,Newcastle United,2018/2019,Premier League,3711,Martin Dúbravka,47.46875,311.02294921875,52.8125,214.9189453125,106.25,151.62890625,159.6875,147.1201171875,202.4375,243.9755859375,239.84375,271.27880859375,132.96875,146.70263671875,84.875,71.138671875,79.53125,60.36767578125,68.84375,1.41943359375,20.75,171.66796875,31.4375,134.4287109375,36.78125,75.73095703125,122.28125,66.37939453125,191.75,131.58984375,213.125,190.705078125
48,14416,23,35,Brighton & Hove Albion,3085,Glenn Murray,Right Foot,Normal,Goal,04/12/2018,Brighton & Hove Albion,Crystal Palace,2018/2019,Premier League,3488,Wayne Hennessey,38.0625,137.0634765625,32.5,98.0390625,85.34375,90.52099609375,79.78125,90.43408203125,93.6875,121.2451171875,124.28125,146.75439453125,79.78125,90.43408203125,43.625,92.650390625,40.84375,95.38818359375,18.59375,103.38427734375,88.125,82.220703125,57.53125,90.08642578125,32.5,95.2578125,40.84375,92.60693359375,49.1875,84.3935546875,90.90625,87.82666015625
49,14416,80,31,Crystal Palace,3455,Luka Milivojević,Right Foot,Normal,Goal,04/12/2018,Brighton & Hove Albion,Crystal Palace,2018/2019,Premier League,3240,Mathew Ryan,79.6875,132.0888671875,82.25,111.62890625,69.4375,90.9287109375,82.25,91.12890625,87.375,109.146484375,118.125,132.689453125,77.125,88.486328125,61.75,47.24609375,59.1875,42.0810546875,41.25,23.86328125,51.5,85.5234375,51.5,65.0234375,51.5,49.6484375,74.5625,47.4462890625,92.5,75.9140625,92.5,81.0390625
50,2340,89,30,Stoke City,3636,Charlie Adam,Left Foot,Normal,Saved,10/02/2018,Stoke City,Brighton & Hove Albion,2017/2018,Premier League,3240,Mathew Ryan,36.125,126.283203125,31.0,87.765625,69.4375,78.1162109375,79.6875,73.1513671875,84.8125,114.2314453125,123.25,140.45703125,77.125,75.673828125,43.8125,49.5283203125,38.6875,44.3232421875,18.1875,36.3154296875,41.25,90.48828125,48.9375,72.6708984375,38.6875,54.5732421875,48.9375,49.6083984375,66.875,70.388671875,69.4375,96.0537109375
51,14343,33,38,Tottenham Hotspur,10955,Harry Kane,Right Foot,Normal,Goal,29/09/2018,Huddersfield Town,Tottenham Hotspur,2018/2019,Premier League,3322,Jonas Lössl,139.4375,419.8974609375,80.9375,287.3583984375,95.5625,243.7119140625,161.375,244.740234375,234.5,319.0078125,293.0,414.984375,124.8125,244.1689453125,139.4375,112.7724609375,139.4375,98.1474609375,146.75,17.82421875,139.4375,185.8974609375,95.5625,177.8994140625,88.25,111.97265625,190.625,113.572265625,205.25,201.55078125,241.8125,282.5595703125
52,2291,94,32,Huddersfield Town,3305,Rajiv van La Parra,Right Foot,Normal,Goal,11/02/2018,Huddersfield Town,AFC Bournemouth,2017/2018,Premier League,3339,Asmir Begović,59.1875,173.4404296875,82.375,130.740234375,49.25,93.78515625,59.1875,90.6279296875,98.9375,134.3115234375,89.0,167.28125,55.875,93.888671875,98.9375,54.8115234375,102.25,51.55078125,125.4375,22.1005859375,145.3125,101.9111328125,118.8125,71.6845703125,85.6875,51.2919921875,112.1875,55.0185546875,118.8125,74.9970703125,135.375,98.443359375
53,2012,49,36,Manchester City,3237,Sergio Leonel Agüero del Castillo,Right Foot,Normal,Goal,05/11/2017,Manchester City,Arsenal,2017/2018,Premier League,3461,Petr Čech,111.375,141.052734375,87.75,103.93359375,66.75,79.98046875,51.0,111.234375,53.625,95.525390625,53.625,142.775390625,56.25,87.69140625,45.75,42.90234375,48.375,32.443359375,87.75,17.30859375,14.25,92.28515625,24.75,63.57421875,30.0,42.65625,79.875,51.310546875,85.125,51.392578125,100.875,67.388671875
54,14617,80,24,Liverpool,3473,James Philip Milner,Right Foot,Normal,Goal,21/04/2019,Cardiff City,Liverpool,2018/2019,Premier League,9920,Neil Leonard Dula Etheridge,91.71875,215.10498046875,47.375,137.818359375,95.75,146.63671875,136.0625,151.2978515625,176.375,180.146484375,216.6875,221.0888671875,119.9375,151.0458984375,95.75,70.04296875,91.71875,69.97998046875,99.78125,33.82470703125,23.1875,125.3466796875,39.3125,97.3798828125,59.46875,73.50732421875,128.0,70.546875,148.15625,82.95556640625,123.96875,62.42138671875
55,14494,10,25,Southampton,3328,James Ward-Prowse,Right Foot,Normal,Goal,12/01/2019,Leicester City,Southampton,2018/2019,Premier League,3815,Kasper Schmeichel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2287,55,40,West Ham United,3347,André Ayew Pelé,Left Foot,Normal,Saved,23/12/2017,West Ham United,Newcastle United,2017/2018,Premier League,3096,Rob Elliot,84.21875,187.11279296875,88.0,164.484375,91.78125,126.73095703125,80.4375,126.5537109375,69.09375,160.40771484375,31.28125,197.62939453125,88.0,126.671875,99.34375,77.69287109375,103.125,73.970703125,122.03125,47.79736328125,84.21875,107.70654296875,99.34375,100.38037109375,106.90625,77.81103515625,88.0,77.515625,72.875,96.185546875,72.875,111.310546875
57,14375,45,31,Crystal Palace,3455,Luka Milivojević,Right Foot,Normal,Goal,28/10/2018,Crystal Palace,Arsenal,2018/2019,Premier League,15581,Bernd Leno,67.75,100.23046875,81.25,93.69140625,79.0,64.40625,83.5,62.2265625,61.0,88.875,52.0,111.234375,83.5,64.4765625,70.0,41.765625,67.75,37.23046875,49.75,34.69921875,56.5,68.5546875,61.0,57.375,63.25,41.66015625,74.5,39.5859375,79.0,37.40625,56.5,37.0546875
58,14375,82,31,Crystal Palace,3455,Luka Milivojević,Right Foot,Normal,Goal,28/10/2018,Crystal Palace,Arsenal,2018/2019,Premier League,15581,Bernd Leno,74.5,118.3359375,25.0,104.0625,49.75,72.94921875,47.5,75.1640625,58.75,100.08984375,74.5,122.8359375,49.75,72.94921875,58.75,50.58984375,58.75,50.58984375,65.5,23.6953125,31.75,63.66796875,36.25,54.73828125,49.75,50.44921875,67.75,50.73046875,85.75,64.51171875,101.5,85.0078125
59,2209,42,40,West Ham United,3874,Mark Noble,Right Foot,Normal,Goal,30/01/2018,West Ham United,Crystal Palace,2017/2018,Premier League,3488,Wayne Hennessey,60.125,125.455078125,69.875,96.357421875,84.5,86.8359375,82.0625,89.2353515625,55.25,101.00390625,55.25,122.94140625,84.5,84.3984375,74.75,42.80859375,69.875,37.857421875,57.6875,15.7294921875,79.625,69.697265625,86.9375,67.3740234375,86.9375,42.9990234375,62.5625,42.6181640625,55.25,64.44140625,45.5,81.3515625
60,2337,33,37,Newcastle United,3265,José Luis Sanmartín Mato,Right Foot,Normal,Saved,31/01/2018,Newcastle United,Burnley,2017/2018,Premier League,3474,Nick Pope,127.1875,145.9873046875,151.25,111.98828125,113.4375,87.3349609375,127.1875,87.5498046875,89.375,97.271484375,68.75,131.32421875,120.3125,87.4423828125,144.375,53.443359375,147.8125,43.1845703125,165.0,19.390625,123.75,73.74609375,165.0,81.265625,165.0,53.765625,127.1875,49.7373046875,110.0,63.21875,106.5625,76.9150390625
61,2225,74,36,Manchester City,3202,Gabriel Fernando de Jesus,Right Foot,Normal,Post,16/12/2017,Manchester City,Tottenham Hotspur,2017/2018,Premier League,3099,Hugo Lloris,201.78125,493.05908203125,81.9375,380.5615234375,155.6875,280.3076171875,238.65625,281.60400390625,330.84375,412.10693359375,395.375,477.646484375,201.78125,281.02783203125,155.6875,142.0263671875,146.46875,132.66357421875,118.8125,30.8251953125,54.28125,269.50439453125,54.28125,223.41064453125,63.5,140.5859375,229.4375,133.9599609375,321.625,199.931640625,395.375,320.927734375
62,14318,80,33,Chelsea,3621,Eden Hazard,Right Foot,Normal,Goal,15/09/2018,Chelsea,Cardiff City,2018/2019,Premier League,9920,Neil Leonard Dula Etheridge,32.25,123.12890625,61.8125,104.7783203125,96.75,83.82421875,75.25,86.17578125,88.6875,115.9482421875,88.6875,148.1982421875,80.625,83.572265625,75.25,35.11328125,72.5625,27.0087890625,72.5625,2.8212890625,64.5,75.2578125,43.0,58.796875,56.4375,40.1943359375,94.0625,30.0322265625,104.8125,57.0751953125,115.5625,51.8681640625
63,14532,26,40,West Ham United,3874,Mark Noble,Right Foot,Normal,Goal,09/02/2019,Crystal Palace,West Ham United,2018/2019,Premier League,6625,Vicente Guaita Panadero,30.375,122.568359375,65.8125,85.1533203125,81.0,65.140625,93.65625,65.33837890625,113.90625,78.31103515625,116.4375,111.2568359375,86.0625,65.2197265625,103.78125,42.71533203125,103.78125,40.18408203125,116.4375,22.6630859375,70.875,62.451171875,75.9375,49.8740234375,91.125,37.455078125,113.90625,42.87353515625,111.375,60.552734375,106.3125,78.1923828125
64,14564,73,38,Tottenham Hotspur,10955,Harry Kane,Right Foot,Normal,Goal,02/03/2019,Tottenham Hotspur,Arsenal,2018/2019,Premier League,15581,Bernd Leno,60.34375,81.13037109375,60.34375,63.31787109375,49.65625,59.58837890625,67.46875,49.17919921875,78.15625,61.81494140625,72.8125,75.9814453125,55.0,57.890625,47.875,34.623046875,47.875,32.841796875,47.875,13.248046875,24.71875,62.76123046875,30.0625,45.0322265625,35.40625,36.20947265625,60.34375,31.25537109375,69.25,38.51953125,67.46875,40.27294921875
65,14564,90,1,Arsenal,3712,Pierre-Emerick Aubameyang,Right Foot,Normal,Saved,02/03/2019,Tottenham Hotspur,Arsenal,2018/2019,Premier League,3099,Hugo Lloris,81.625,91.916015625,65.875,83.794921875,52.09375,59.95458984375,34.375,63.615234375,69.8125,83.8564453125,40.28125,81.42626953125,44.21875,61.80029296875,46.1875,30.3310546875,46.1875,26.3935546875,48.15625,6.73681640625,54.0625,44.2353515625,61.9375,38.4521484375,59.96875,32.51513671875,34.375,28.177734375,26.5,30.0234375,38.3125,43.9892578125
66,14533,55,36,Manchester City,3237,Sergio Leonel Agüero del Castillo,Right Foot,Normal,Goal,10/02/2019,Manchester City,Chelsea,2018/2019,Premier League,6395,Kepa Arrizabalaga Revuelta,147.25,6.73828125,94.75,163.41796875,98.5,114.7265625,113.5,107.4609375,79.75,136.93359375,113.5,197.4609375,128.5,118.9453125,76.0,65.625,42.25,38.84765625,19.75,30.99609375,79.75,110.68359375,27.25,76.11328125,83.5,50.7421875,61.0,69.140625,34.75,79.98046875,121.0,208.828125
67,2048,41,23,Watford,3454,Troy Deeney,Right Foot,Normal,Goal,05/02/2018,Watford,Chelsea,2017/2018,Premier League,3509,Thibaut Courtois,45.59375,161.55615234375,63.78125,125.46533203125,72.875,86.201171875,85.0,86.390625,115.3125,117.1767578125,133.5,147.7734375,78.9375,86.2958984375,81.96875,49.96826171875,85.0,50.015625,88.03125,25.81298828125,88.03125,19.75048828125,63.78125,28.46533203125,81.96875,49.96826171875,88.03125,44.00048828125,66.8125,28.5126953125,88.03125,22.78173828125
68,1998,6,38,Tottenham Hotspur,10955,Harry Kane,Right Foot,Normal,Goal,23/12/2017,Burnley,Tottenham Hotspur,2017/2018,Premier League,3474,Nick Pope,85.5625,185.4931640625,75.71875,149.24560546875,65.875,96.591796875,52.75,96.38671875,69.15625,145.86181640625,79.0,182.109375,59.3125,96.4892578125,79.0,31.171875,79.0,21.328125,85.5625,1.7431640625,75.71875,73.77685546875,33.0625,79.6728515625,56.03125,30.81298828125,101.96875,28.24951171875,26.5,82.8515625,108.53125,77.57080078125
69,14509,65,1,Arsenal,3712,Pierre-Emerick Aubameyang,Right Foot,Normal,Goal,29/01/2019,Arsenal,Cardiff City,2018/2019,Premier League,9920,Neil Leonard Dula Etheridge,20.875,142.857421875,120.3125,90.6611328125,71.9375,63.0302734375,98.8125,74.2001953125,63.875,111.279296875,23.5625,134.8369140625,82.6875,63.1982421875,104.1875,36.6591796875,106.875,34.013671875,131.0625,18.2666015625,128.375,93.474609375,112.25,66.34765625,96.125,33.845703125,58.5,57.4453125,114.9375,69.0771484375,23.5625,129.4619140625
70,2176,53,30,Stoke City,3533,Xherdan Shaqiri,Left Foot,Normal,Saved,13/05/2018,Swansea City,Stoke City,2017/2018,Premier League,3262,Łukasz Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2033,54,24,Liverpool,3535,Roberto Firmino Barbosa de Oliveira,Right Foot,Normal,Goal,12/08/2017,Watford,Liverpool,2017/2018,Premier League,3522,Heurelho da Silva Gomes,50.5,317.1484375,79.25,260.09765625,182.75,186.96484375,223.0,204.84375,269.0,240.0625,177.0,319.125,211.5,187.4140625,257.5,90.3828125,257.5,84.6328125,286.25,27.58203125,205.75,204.57421875,182.75,117.96484375,223.0,78.34375,297.75,96.76171875,246.0,136.203125,280.5,194.2421875
72,14289,32,40,West Ham United,3325,Marko Arnautović,Right Foot,Normal,Goal,18/08/2018,West Ham United,AFC Bournemouth,2018/2019,Premier League,3339,Asmir Begović,55.15625,149.61181640625,36.59375,118.38427734375,70.625,94.166015625,83.0,88.171875,92.28125,137.81689453125,135.59375,172.52490234375,76.8125,91.1689453125,42.78125,50.41845703125,39.6875,47.2763671875,18.03125,16.00048828125,33.5,93.5859375,36.59375,78.16552734375,33.5,53.3671875,52.0625,50.5634765625,55.15625,84.64306640625,27.3125,99.6767578125
73,14587,75,31,Crystal Palace,3455,Luka Milivojević,Right Foot,Normal,Goal,30/03/2019,Crystal Palace,Huddersfield Town,2018/2019,Premier League,4621,Ben Hamer,108.0,212.6875,116.0,156.8125,124.0,108.9375,152.0,101.375,184.0,149.875,156.0,193.4375,140.0,105.1875,128.0,41.0,124.0,36.9375,112.0,0.75,92.0,116.4375,104.0,72.625,108.0,44.6875,148.0,37.3125,148.0,49.3125,164.0,61.5625
74,14641,8,1,Arsenal,3712,Pierre-Emerick Aubameyang,Right Foot,Normal,Goal,05/05/2019,Arsenal,Brighton & Hove Albion,2018/2019,Premier League,3240,Mathew Ryan,47.5,111.1640625,45.25,95.37890625,76.75,75.62109375,92.5,82.6171875,67.75,88.98046875,56.5,118.0546875,85.75,80.26171875,67.75,46.23046875,61.0,41.625,45.25,25.62890625,25.0,95.0625,47.5,66.1640625,58.75,46.08984375,76.75,48.62109375,70.0,82.265625,61.0,77.625
75,14641,60,35,Brighton & Hove Albion,3085,Glenn Murray,Right Foot,Normal,Goal,05/05/2019,Arsenal,Brighton & Hove Albion,2018/2019,Premier League,15581,Bernd Leno,27.0625,128.7197265625,35.40625,101.03759765625,66.0,79.265625,77.125,82.220703125,82.6875,115.6826171875,104.9375,143.8427734375,71.5625,79.3525390625,79.90625,65.57666015625,77.125,62.751953125,79.90625,46.10791015625,63.21875,51.40966796875,74.34375,57.14599609375,71.5625,65.4462890625,79.90625,62.79541015625,74.34375,59.92724609375,68.78125,51.49658203125
76,2052,58,31,Crystal Palace,3507,Wilfried Zaha,Right Foot,Normal,Goal,23/12/2017,Swansea City,Crystal Palace,2017/2018,Premier League,3262,Łukasz Fabiański,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,14342,51,29,Everton,3944,Gylfi Þór Sigurðsson,Right Foot,Normal,Post,29/09/2018,Everton,Fulham,2018/2019,Premier League,12258,Marcus Bettinelli,263.25,343.05078125,153.5625,253.5869140625,226.6875,174.2919921875,285.1875,189.8310546875,336.375,249.130859375,73.125,332.767578125,255.9375,196.6865234375,329.0625,88.1416015625,336.375,80.943359375,409.5,52.8359375,212.0625,79.0009765625,234.0,79.34375,234.0,79.34375,380.25,103.56640625,380.25,169.37890625,234.0,145.15625
78,14293,43,35,Brighton & Hove Albion,3097,Pascal Groß,Right Foot,Normal,Goal,19/08/2018,Brighton & Hove Albion,Manchester United,2018/2019,Premier League,3333,David de Gea Quintana,154.25,336.83203125,73.8125,248.9501953125,141.875,225.263671875,179.0,194.90625,228.5,294.6796875,302.75,351.52734375,166.625,219.462890625,92.375,100.740234375,86.1875,82.0810546875,67.625,19.916015625,24.3125,260.5517578125,42.875,192.779296875,36.6875,118.4326171875,135.6875,82.8544921875,179.0,151.59375,216.125,226.423828125
79,14293,94,39,Manchester United,20004,Paul Pogba,Right Foot,Normal,Goal,19/08/2018,Brighton & Hove Albion,Manchester United,2018/2019,Premier League,3240,Mathew Ryan,89.875,133.998046875,75.4375,92.8662109375,61.0,56.546875,61.0,63.765625,68.21875,97.56591796875,87.46875,124.33544921875,58.59375,61.32177734375,58.59375,44.47802734375,58.59375,44.47802734375,75.4375,27.8974609375,87.46875,90.64794921875,75.4375,73.6162109375,63.40625,44.55322265625,53.78125,44.40283203125,41.75,56.24609375,82.65625,88.16650390625
80,14381,67,46,Wolverhampton Wanderers,9927,Rúben Diogo Da Silva Neves,Right Foot,Normal,Goal,03/11/2018,Wolverhampton Wanderers,Tottenham Hotspur,2018/2019,Premier League,3099,Hugo Lloris,88.625,195.556640625,82.375,161.083984375,79.25,111.03515625,60.5,116.9921875,60.5,151.3671875,41.75,163.57421875,69.875,107.763671875,101.125,83.251953125,101.125,80.126953125,110.5,52.1484375,85.5,86.1328125,107.375,102.099609375,104.25,83.30078125,107.375,73.974609375,82.375,73.583984375,63.625,79.541015625
81,14381,78,46,Wolverhampton Wanderers,5568,Raúl Alonso Jiménez Rodríguez,Right Foot,Normal,Goal,03/11/2018,Wolverhampton Wanderers,Tottenham Hotspur,2018/2019,Premier League,3099,Hugo Lloris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2300,77,24,Liverpool,3531,Mohamed Salah,Left Foot,Normal,Goal,30/01/2018,Huddersfield Town,Liverpool,2017/2018,Premier League,3322,Jonas Lössl,247.65625,854.21337890625,139.90625,677.43603515625,166.84375,462.35693359375,288.0625,437.3134765625,409.28125,614.30126953125,530.5,777.8203125,220.71875,449.72998046875,220.71875,220.76123046875,220.71875,193.82373046875,220.71875,32.19873046875,139.90625,475.40478515625,126.4375,367.4443359375,126.4375,232.7568359375,341.9375,222.6552734375,422.75,385.54296875,490.09375,534.75146484375
83,2091,46,29,Everton,3538,Wayne Mark Rooney,Right Foot,Normal,Saved,18/12/2017,Everton,Swansea City,2017/2018,Premier League,3262,Łukasz Fabiański,42.0,255.65625,115.5,193.8046875,173.25,131.70703125,220.5,148.1953125,210.0,211.03125,57.75,245.40234375,194.25,137.28515625,236.25,80.19140625,246.75,75.10546875,199.5,90.1171875,110.25,125.47265625,157.5,78.9609375,210.0,58.78125,283.5,96.6796875,294.0,133.59375,294.0,180.84375
84,2091,72,29,Everton,3538,Wayne Mark Rooney,Right Foot,Normal,Goal,18/12/2017,Everton,Swansea City,2017/2018,Premier League,3262,Łukasz Fabiański,109.125,171.111328125,69.375,147.302734375,69.375,107.552734375,82.625,107.759765625,59.4375,133.8974609375,23.0,139.953125,82.625,101.134765625,69.375,54.552734375,69.375,44.615234375,52.8125,21.1689453125,36.25,87.16015625,42.875,87.263671875,56.125,54.345703125,82.625,48.134765625,125.6875,71.9951171875,102.5,118.0078125
85,2212,52,1,Arsenal,3712,Pierre-Emerick Aubameyang,Right Foot,Normal,Saved,01/03/2018,Arsenal,Manchester City,2017/2018,Premier League,3067,Ederson Santana de Moraes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,14316,40,28,AFC Bournemouth,3346,Joshua King,Right Foot,Normal,Goal,15/09/2018,AFC Bournemouth,Leicester City,2018/2019,Premier League,3815,Kasper Schmeichel,22.78125,112.85595703125,126.5625,94.2275390625,91.125,73.423828125,98.71875,76.07373046875,55.6875,88.0576171875,22.78125,112.85595703125,91.125,73.423828125,124.03125,38.50048828125,126.5625,36.0087890625,113.90625,88.96728515625,101.25,116.61328125,103.78125,68.55908203125,126.5625,36.0087890625,126.5625,36.0087890625,106.3125,45.8173828125,101.25,81.17578125
87,14316,87,22,Leicester City,9905,James Maddison,Right Foot,Normal,Goal,15/09/2018,AFC Bournemouth,Leicester City,2018/2019,Premier League,3339,Asmir Begović,134.75,127.98046875,116.375,106.255859375,107.1875,87.7373046875,85.75,84.33984375,88.8125,111.9501953125,82.6875,148.6044921875,91.875,84.435546875,119.4375,51.1787109375,122.5,51.2265625,134.75,23.85546875,143.9375,39.3115234375,137.8125,30.0283203125,122.5,42.0390625,113.3125,48.0205078125,94.9375,66.1083984375,88.8125,72.1376953125
